	mt	wt	WW1	WD1
GRMZM2G138997	0.1896	0.136348	0.136348	0.1896
GRMZM2G304121	0.0437159	0.0861667	0.0861667	0.0437159
GRMZM2G060517	0	0	0	0
GRMZM2G004259	41.1631	39.9677	39.9677	41.1631
GRMZM2G040090	10.0756	7.47456	7.47456	10.0756
GRMZM2G067171	11.8723	13.5582	13.5582	11.8723
GRMZM2G083350	0	0	0	0
GRMZM2G122228	107.223	18.2098	18.2098	107.223
AC194163.3_FG002	0	0	0	0
GRMZM2G010628	3.51028	4.01569	4.01569	3.51028
GRMZM2G136042	0	0	0	0
GRMZM2G071638	11.0782	5.30789	5.30789	11.0782
GRMZM2G061562	6.39908	27.0613	27.0613	6.39908
GRMZM2G047138	0.136259	0.325692	0.325692	0.136259
GRMZM2G051427	0	0	0	0
GRMZM2G128012	16.1469	8.06281	8.06281	16.1469
GRMZM2G168228	39.9809	17.9364	17.9364	39.9809
GRMZM2G143392	11.3483	4.73969	4.73969	11.3483
GRMZM2G422750	0.0928424	1.14067	1.14067	0.0928424
GRMZM2G012628	17.967	46.5829	46.5829	17.967
AC208974.3_FG001	0	0	0	0
AC194355.3_FG002	0.0552191	0	0	0.0552191
AC206259.3_FG002	0.162374	0.157535	0.157535	0.162374
AC195914.2_FG003	0	0	0	0
GRMZM2G110952	166.112	161.8	161.8	166.112
GRMZM2G415077	0.382545	1.15153	1.15153	0.382545
GRMZM2G076356	0.0571866	0	0	0.0571866
GRMZM2G168441	0.781643	3.22943	3.22943	0.781643
GRMZM2G179259	0	0	0	0
GRMZM2G120305	0.0341737	0.0196461	0.0196461	0.0341737
GRMZM2G013971	0.0922257	0	0	0.0922257
GRMZM2G047815	11.1725	19.1677	19.1677	11.1725
GRMZM2G106622	127.087	0.762025	0.762025	127.087
GRMZM2G111782	7.45512	5.24765	5.24765	7.45512
GRMZM2G373277	0	0	0	0
GRMZM2G102475	73.905	69.3667	69.3667	73.905
GRMZM2G433025	8.24017	10.9327	10.9327	8.24017
GRMZM2G039945	0	0	0	0
GRMZM2G056908	0	0	0	0
GRMZM2G163925	0	0	0	0
GRMZM2G167247	23.8382	13.3917	13.3917	23.8382
GRMZM2G089506	0	0.491348	0.491348	0
GRMZM2G119339	17.7426	4.76537	4.76537	17.7426
GRMZM2G435290	0.350726	0.466403	0.466403	0.350726
GRMZM2G066851	8.4628	14.1546	14.1546	8.4628
GRMZM2G120257	4.57848	4.4547	4.4547	4.57848
GRMZM5G856681	15.667	10.4587	10.4587	15.667
GRMZM2G479967	0.016957	0	0	0.016957
GRMZM2G388576	0.0129103	0.02177	0.02177	0.0129103
GRMZM5G821411	10.4268	4.07386	4.07386	10.4268
GRMZM2G028060	0	0	0	0
GRMZM2G173597	42.9472	2.05789	2.05789	42.9472
GRMZM5G899202	0.0842306	0	0	0.0842306
GRMZM2G113272	0.663947	1.67621	1.67621	0.663947
GRMZM5G844017	4.16774	1.35198	1.35198	4.16774
GRMZM2G007080	12.5076	17.3326	17.3326	12.5076
GRMZM2G427106	9.49263	8.92337	8.92337	9.49263
GRMZM2G047788	5.04073	5.81576	5.81576	5.04073
GRMZM2G111666	0	0	0	0
GRMZM2G011101	18.0932	21.5195	21.5195	18.0932
GRMZM2G072133	16.1886	0.134049	0.134049	16.1886
GRMZM2G015881	23.2764	13.7785	13.7785	23.2764
GRMZM2G058630	0.0356213	0.043656	0.043656	0.0356213
GRMZM2G172980	14.8873	10.6326	10.6326	14.8873
GRMZM2G047164	0	0	0	0
GRMZM2G006678	7.34536	5.43704	5.43704	7.34536
GRMZM2G075943	0	0	0	0
GRMZM2G063340	31.9755	88.6178	88.6178	31.9755
GRMZM2G013781	0	0.101921	0.101921	0
AC148152.3_FG006	0	0	0	0
GRMZM5G873209	0	0.0499092	0.0499092	0
GRMZM2G017528	1.67714	4.60245	4.60245	1.67714
GRMZM5G822591	21.9686	42.5725	42.5725	21.9686
GRMZM6G183316	6.84784	0	0	6.84784
GRMZM2G047382	0	0	0	0
AC233955.1_FG002	0.228581	0.22822	0.22822	0.228581
GRMZM2G040911	0	0.0332593	0.0332593	0
AC209768.3_FG005	0	0	0	0
GRMZM5G801019	3.847	7.64144	7.64144	3.847
GRMZM2G089698	2.86528	29.4945	29.4945	2.86528
GRMZM2G112377	1.55823	3.03863	3.03863	1.55823
AC204298.3_FG006	0.160268	0.572173	0.572173	0.160268
AC198353.5_FG001	0	0	0	0
GRMZM2G126260	0.0603317	0.0722197	0.0722197	0.0603317
GRMZM2G118437	0	0	0	0
GRMZM2G161610	0.839972	0.600485	0.600485	0.839972
GRMZM2G030272	6.45782	11.2261	11.2261	6.45782
GRMZM2G159155	55.8365	41.1475	41.1475	55.8365
GRMZM2G062788	11.8367	17.8285	17.8285	11.8367
GRMZM2G138587	2.24148	1.40217	1.40217	2.24148
GRMZM2G073114	0.496469	11.292	11.292	0.496469
GRMZM2G053066	4.66682	6.44305	6.44305	4.66682
GRMZM2G132489	0	0.0239591	0.0239591	0
GRMZM2G005947	12.5113	19.3323	19.3323	12.5113
GRMZM2G433579	2.72472	4.53344	4.53344	2.72472
GRMZM2G010422	24.8964	28.9685	28.9685	24.8964
GRMZM2G421835	0	0	0	0
GRMZM2G136121	0.0769528	0.0234354	0.0234354	0.0769528
GRMZM2G084940	69.8693	25.174	25.174	69.8693
GRMZM2G005304	11.6106	11.7371	11.7371	11.6106
GRMZM2G087105	99.6529	54.4243	54.4243	99.6529
AC208327.4_FG002	0.442877	0	0	0.442877
GRMZM2G418289	0.303442	0.502277	0.502277	0.303442
GRMZM5G871174	0	0	0	0
GRMZM2G144950	26.3699	77.5907	77.5907	26.3699
GRMZM2G114119	0	0	0	0
GRMZM2G021378	4.04774	1.51576	1.51576	4.04774
GRMZM2G459172	0	0	0	0
GRMZM5G856067	6.09303	7.10545	7.10545	6.09303
GRMZM2G143403	3.16576	2.70023	2.70023	3.16576
GRMZM2G109489	0	0	0	0
GRMZM2G180539	0	0	0	0
GRMZM5G898597	8.07368	4.85701	4.85701	8.07368
GRMZM2G146041	40.747	19.5883	19.5883	40.747
GRMZM2G144407	0	0.129245	0.129245	0
GRMZM2G127029	0	0	0	0
GRMZM5G828362	17.0583	4.66445	4.66445	17.0583
GRMZM2G364375	0.0270923	0.0326889	0.0326889	0.0270923
GRMZM2G567165	3.42019	5.05926	5.05926	3.42019
GRMZM2G012251	0	0	0	0
GRMZM2G043854	0.645475	1.89181	1.89181	0.645475
GRMZM2G306735	4.61401	3.68588	3.68588	4.61401
GRMZM2G334419	0	0	0	0
GRMZM5G866761	0	0	0	0
GRMZM2G146951	22.0463	36.992	36.992	22.0463
GRMZM2G118770	8.11893	0.573635	0.573635	8.11893
GRMZM5G814985	28.5876	41.0932	41.0932	28.5876
GRMZM2G075992	16.4282	19.7222	19.7222	16.4282
GRMZM2G013302	37.4605	14.2758	14.2758	37.4605
GRMZM5G807602	0	0	0	0
GRMZM2G133311	5.72963	10.2599	10.2599	5.72963
AC213353.3_FG004	0	0	0	0
GRMZM5G849530	19.6354	18.4307	18.4307	19.6354
GRMZM2G432583	0	0	0	0
AC150739.3_FG001	6.368	7.05954	7.05954	6.368
GRMZM5G862413	0.0772385	0.127941	0.127941	0.0772385
GRMZM2G171723	11.3658	21.8748	21.8748	11.3658
GRMZM2G455413	0	0	0	0
GRMZM2G071401	2.94076	1.3974	1.3974	2.94076
GRMZM2G002280	0.407192	3.2267	3.2267	0.407192
GRMZM2G446648	0.681694	0.507531	0.507531	0.681694
GRMZM2G104017	61.0882	69.7574	69.7574	61.0882
GRMZM2G117771	43.8472	28.0104	28.0104	43.8472
GRMZM2G319104	0.827925	1.22619	1.22619	0.827925
GRMZM2G080698	3.28373	3.872	3.872	3.28373
GRMZM2G426158	0	0	0	0
GRMZM2G367023	37.4823	9.58801	9.58801	37.4823
GRMZM2G052825	0	0	0	0
GRMZM2G074611	0.228494	0.174492	0.174492	0.228494
GRMZM2G013728	6.7501	5.59394	5.59394	6.7501
GRMZM2G062160	16.9907	1.66714	1.66714	16.9907
AC198923.4_FG002	0	1.9655	1.9655	0
GRMZM2G384298	8.27401	8.56344	8.56344	8.27401
AC149829.2_FG006	4.10391	9.12666	9.12666	4.10391
AC188745.3_FG001	0	0.055195	0.055195	0
GRMZM2G180246	456.423	603.056	603.056	456.423
GRMZM5G815032	20.9453	16.8847	16.8847	20.9453
AC196154.3_FG014	0	0	0	0
GRMZM2G093776	0.831464	1.74729	1.74729	0.831464
GRMZM5G843237	29.7835	42.8274	42.8274	29.7835
GRMZM2G009438	10.9738	9.29833	9.29833	10.9738
GRMZM2G046743	0.749226	0.988135	0.988135	0.749226
GRMZM2G067421	0	0.0915368	0.0915368	0
GRMZM2G034647	4.32171	48.3139	48.3139	4.32171
zma-MIR156b	0	0	0	0
GRMZM2G006119	0.6043	0	0	0.6043
GRMZM2G181293	0.0743054	0	0	0.0743054
GRMZM2G378515	0	0	0	0
GRMZM2G363557	0	0	0	0
GRMZM2G398731	2.73899	3.96463	3.96463	2.73899
AC197143.3_FG007	0	0	0	0
GRMZM2G160069	7.89415	5.95442	5.95442	7.89415
GRMZM2G456578	0	0	0	0
GRMZM2G089640	26.3274	43.8629	43.8629	26.3274
GRMZM2G309380	0.0129124	0.801577	0.801577	0.0129124
GRMZM2G324767	0.879208	0.296205	0.296205	0.879208
GRMZM2G439448	0	0	0	0
GRMZM2G312839	20.8566	17.2199	17.2199	20.8566
AC188036.3_FG003	0	0	0	0
GRMZM2G055899	33.7643	38.2208	38.2208	33.7643
AC225205.3_FG003	434.924	41.4977	41.4977	434.924
GRMZM2G129420	0	0	0	0
GRMZM2G173195	10.5484	8.28751	8.28751	10.5484
AC211327.4_FG005	19.7094	20.7318	20.7318	19.7094
AC233870.1_FG003	31.2444	8.42675	8.42675	31.2444
GRMZM2G061629	5.68273	4.11511	4.11511	5.68273
GRMZM2G412888	14.8795	27.3346	27.3346	14.8795
GRMZM2G361442	0	0	0	0
GRMZM5G876621	37.8494	23.8742	23.8742	37.8494
GRMZM2G344333	0	0	0	0
GRMZM2G050333	29.9775	5.84415	5.84415	29.9775
GRMZM2G045704	0.653547	2.25962	2.25962	0.653547
GRMZM2G040452	1.89099	1.27001	1.27001	1.89099
GRMZM2G178960	19.6703	9.88972	9.88972	19.6703
GRMZM2G102634	0	0	0	0
GRMZM2G069005	9.83066	18.0673	18.0673	9.83066
GRMZM2G113409	28.581	8.10896	8.10896	28.581
GRMZM2G067306	45.6082	54.4348	54.4348	45.6082
GRMZM2G107021	0	0	0	0
GRMZM2G703290	0.162538	0.0916929	0.0916929	0.162538
GRMZM2G138589	6.24544	23.3705	23.3705	6.24544
GRMZM2G554314	0	0	0	0
GRMZM2G701555	0	0.637946	0.637946	0
AC199054.3_FG007	0	0	0	0
GRMZM2G040828	2.21334	4.04382	4.04382	2.21334
GRMZM2G110822	25.8243	23.104	23.104	25.8243
GRMZM2G093121	0	0	0	0
GRMZM2G064845	0.0535754	0.06927	0.06927	0.0535754
GRMZM2G091258	100.202	62.2007	62.2007	100.202
GRMZM2G151536	59.3929	27.4632	27.4632	59.3929
GRMZM2G092415	22.8664	22.1085	22.1085	22.8664
GRMZM2G010779	0.0589506	0.802841	0.802841	0.0589506
GRMZM2G084719	42.3727	9.2951	9.2951	42.3727
GRMZM2G005269	0	0	0	0
GRMZM2G320259	0	0	0	0
AC231745.1_FG003	0.0781861	1.89256	1.89256	0.0781861
GRMZM2G081822	0.034755	1.63996	1.63996	0.034755
GRMZM2G093346	0.0833523	0.168693	0.168693	0.0833523
GRMZM2G005195	3.26405	3.3258	3.3258	3.26405
GRMZM2G371017	0	0	0	0
GRMZM2G050845	7.89225	4.43003	4.43003	7.89225
GRMZM2G116939	0	0	0	0
GRMZM2G305124	0.851886	10.4335	10.4335	0.851886
GRMZM2G016480	38.4976	45.3445	45.3445	38.4976
GRMZM2G023755	3.4562	3.48339	3.48339	3.4562
GRMZM2G131440	0	0	0	0
GRMZM2G156924	8.49558	1.35974	1.35974	8.49558
GRMZM2G027640	4.73439	2.04082	2.04082	4.73439
GRMZM5G889371	0	0	0	0
GRMZM2G077114	0.728604	2.13701	2.13701	0.728604
GRMZM2G026452	31.9201	18.032	18.032	31.9201
GRMZM2G005066	0	0	0	0
GRMZM2G400999	0	0	0	0
GRMZM2G123818	0	0.0778974	0.0778974	0
GRMZM2G099253	12.4092	14.8738	14.8738	12.4092
GRMZM2G129304	4.18653	9.26612	9.26612	4.18653
GRMZM2G080274	732.32	771.74	771.74	732.32
GRMZM2G481904	0	0	0	0
GRMZM2G345544	19.2456	18.2761	18.2761	19.2456
GRMZM2G476921	0	0	0	0
AC217300.3_FG004	0	0	0	0
GRMZM2G418263	17.4292	7.36203	7.36203	17.4292
GRMZM2G085113	8.21423	8.28944	8.28944	8.21423
AC188195.2_FG004	0	0	0	0
GRMZM5G815449	0.0343836	0	0	0.0343836
GRMZM2G037614	62.9678	39.8415	39.8415	62.9678
GRMZM2G126682	48.7515	49.993	49.993	48.7515
GRMZM2G083813	33.9807	18.4629	18.4629	33.9807
GRMZM2G007276	794.201	498.844	498.844	794.201
GRMZM2G127180	19.2351	32.786	32.786	19.2351
AC226248.1_FG002	4.92651	3.60786	3.60786	4.92651
GRMZM2G453025	0	0	0	0
GRMZM2G429188	1.99327	0.0814896	0.0814896	1.99327
GRMZM2G390099	0.0603089	0	0	0.0603089
GRMZM2G129288	45.9733	37.6562	37.6562	45.9733
GRMZM2G151299	6.17626	7.58294	7.58294	6.17626
GRMZM2G044448	1.36993	1.60546	1.60546	1.36993
GRMZM2G075250	54.46	38.7913	38.7913	54.46
GRMZM2G158103	119.031	47.0203	47.0203	119.031
GRMZM2G371933	0	0	0	0
GRMZM2G320754	0.233948	0.218409	0.218409	0.233948
GRMZM2G097313	3.63251	4.85292	4.85292	3.63251
GRMZM2G178415	14.8	21.6849	21.6849	14.8
AC210204.3_FG002	17.0312	3.47826	3.47826	17.0312
GRMZM2G025250	8.3662	4.59165	4.59165	8.3662
GRMZM2G065635	0.212055	0.406204	0.406204	0.212055
GRMZM2G701635	0	0	0	0
AC234519.1_FG004	0	0	0	0
GRMZM5G824944	61.2472	33.3056	33.3056	61.2472
GRMZM2G151717	8.92363	6.80209	6.80209	8.92363
GRMZM2G140755	0	0.332155	0.332155	0
GRMZM5G886989	11.8579	15.3819	15.3819	11.8579
AC208031.3_FG002	0.313128	0.178738	0.178738	0.313128
GRMZM2G080349	5.75178	5.09585	5.09585	5.75178
GRMZM2G156150	0	0.0211837	0.0211837	0
GRMZM2G446253	6.18764	7.33235	7.33235	6.18764
GRMZM2G075668	0	0	0	0
AC188718.3_FG011	0	0	0	0
GRMZM2G099687	0.159906	0.0524507	0.0524507	0.159906
GRMZM2G139903	5.62405	11.9505	11.9505	5.62405
GRMZM2G091278	0	0	0	0
AC186579.3_FG007	0	0	0	0
GRMZM2G089944	15.8895	7.75954	7.75954	15.8895
GRMZM2G353990	0	0	0	0
GRMZM2G375002	56.2948	65.6158	65.6158	56.2948
GRMZM2G073228	37.155	26.3388	26.3388	37.155
GRMZM2G102497	3.03146	7.78238	7.78238	3.03146
GRMZM2G172053	0.0321154	0.113073	0.113073	0.0321154
GRMZM2G136364	0.168529	0.398438	0.398438	0.168529
GRMZM2G124239	81.4288	62.7852	62.7852	81.4288
GRMZM2G076049	20.5276	137.546	137.546	20.5276
GRMZM2G400925	0	0	0	0
GRMZM2G057296	7.06711	7.60475	7.60475	7.06711
GRMZM2G301294	0	0	0	0
GRMZM2G048551	15.488	8.021	8.021	15.488
GRMZM2G069455	3.23132	4.16386	4.16386	3.23132
GRMZM2G052893	6.88476	2.95754	2.95754	6.88476
GRMZM2G701204	0.45914	0.665136	0.665136	0.45914
GRMZM2G331720	0.885738	0.732339	0.732339	0.885738
AC213398.3_FG007	0	0	0	0
GRMZM5G825090	3.7586	1.46821	1.46821	3.7586
GRMZM2G006404	0	0	0	0
AC211996.4_FG001	0	0	0	0
GRMZM2G156158	20.5786	21.6247	21.6247	20.5786
GRMZM2G400238	15.5948	13.0793	13.0793	15.5948
GRMZM2G173501	27.4362	10.0012	10.0012	27.4362
GRMZM2G104575	8.71447	12.1144	12.1144	8.71447
GRMZM2G113959	10.7198	12.8286	12.8286	10.7198
AC186164.3_FG001	10.1054	3.64839	3.64839	10.1054
GRMZM2G119397	23.5807	5.91838	5.91838	23.5807
GRMZM2G018770	119.599	115.03	115.03	119.599
GRMZM2G702403	0	0	0	0
AC210211.3_FG003	0	0	0	0
GRMZM2G089860	0.0422394	0.033479	0.033479	0.0422394
GRMZM2G065083	106.624	42.6595	42.6595	106.624
GRMZM2G132633	15.5523	18.8319	18.8319	15.5523
GRMZM2G354711	0	0	0	0
GRMZM2G436533	1.41601	2.83138	2.83138	1.41601
AC190496.1_FG002	0	0	0	0
GRMZM2G169516	9.3587	11.092	11.092	9.3587
GRMZM2G169360	1.27112	0	0	1.27112
GRMZM2G119483	43.1258	33.2037	33.2037	43.1258
GRMZM2G354804	0	0	0	0
GRMZM2G104013	29.2592	33.3725	33.3725	29.2592
GRMZM2G007475	5.11867	7.18679	7.18679	5.11867
GRMZM2G404603	10.1478	3.22172	3.22172	10.1478
GRMZM2G009489	0	0	0	0
GRMZM2G180990	18.1597	50.1599	50.1599	18.1597
GRMZM2G110735	4.57225	4.48365	4.48365	4.57225
GRMZM2G057891	0.608115	2.16761	2.16761	0.608115
GRMZM2G056661	41.0833	34.1289	34.1289	41.0833
GRMZM2G411041	0	0.0487351	0.0487351	0
GRMZM2G171387	358.825	457.085	457.085	358.825
GRMZM2G024808	2.14407	6.87128	6.87128	2.14407
GRMZM2G180232	0.333451	0.204596	0.204596	0.333451
GRMZM2G077752	30.6909	73.53	73.53	30.6909
GRMZM2G103059	0	0	0	0
GRMZM2G013045	0	0.0160688	0.0160688	0
GRMZM2G368151	0.0299398	0.0517639	0.0517639	0.0299398
GRMZM2G411649	0	0	0	0
GRMZM2G700832	0	0	0	0
GRMZM2G012209	79.4625	43.4966	43.4966	79.4625
GRMZM2G140409	0.0573994	0	0	0.0573994
GRMZM2G146862	18.1044	27.1739	27.1739	18.1044
GRMZM2G004856	0	0.075432	0.075432	0
GRMZM2G351941	1.3726	0.593418	0.593418	1.3726
GRMZM2G072048	0.862498	0.77311	0.77311	0.862498
GRMZM2G082612	0	0.00809441	0.00809441	0
GRMZM2G075956	75.241	52.2568	52.2568	75.241
GRMZM2G367638	0.0443925	0.130501	0.130501	0.0443925
GRMZM2G150866	8.4906	23.8072	23.8072	8.4906
GRMZM2G133577	0	0	0	0
GRMZM2G172159	0	0	0	0
GRMZM2G153096	0.297965	0.224676	0.224676	0.297965
GRMZM2G055717	44.958	64.8073	64.8073	44.958
GRMZM2G046371	0	0.0525595	0.0525595	0
GRMZM2G132671	0	0.0741364	0.0741364	0
GRMZM2G143433	0.869279	6.05414	6.05414	0.869279
GRMZM2G048392	3.21173	3.31214	3.31214	3.21173
GRMZM2G177386	161.801	10.8102	10.8102	161.801
GRMZM2G469409	10.48	9.56387	9.56387	10.48
GRMZM2G403977	0	0	0	0
GRMZM5G828312	23.8232	67.25	67.25	23.8232
GRMZM5G825437	12.8441	24.8132	24.8132	12.8441
GRMZM2G514986	0.144269	0.0464637	0.0464637	0.144269
GRMZM5G831313	3.75561	5.41091	5.41091	3.75561
GRMZM2G063924	0	0	0	0
GRMZM2G080270	4.64978	22.3973	22.3973	4.64978
GRMZM2G160136	0.260267	0.0295473	0.0295473	0.260267
GRMZM2G119828	0	0	0	0
GRMZM2G421911	0	0	0	0
GRMZM2G371944	8.66066	4.97223	4.97223	8.66066
GRMZM2G053231	0.0328748	0.109026	0.109026	0.0328748
GRMZM2G075624	59.5373	279.871	279.871	59.5373
GRMZM5G886257	1.45001	2.71124	2.71124	1.45001
GRMZM2G084525	13.3665	18.5821	18.5821	13.3665
AC209819.3_FG009	0	0.411577	0.411577	0
GRMZM2G120304	31.9321	29.9854	29.9854	31.9321
GRMZM2G085469	64.5021	35.7187	35.7187	64.5021
GRMZM2G470048	6.88191	15.7645	15.7645	6.88191
GRMZM2G154216	0	0.023645	0.023645	0
GRMZM5G805808	0	0	0	0
GRMZM2G037177	109.248	73.6666	73.6666	109.248
GRMZM2G048821	8.17868	22.9385	22.9385	8.17868
GRMZM2G098088	42.5566	11.765	11.765	42.5566
GRMZM2G378805	0	0	0	0
GRMZM2G125386	0	0	0	0
GRMZM2G102149	0	0	0	0
GRMZM2G157705	22.5238	9.74431	9.74431	22.5238
GRMZM2G180799	0.659773	0.104954	0.104954	0.659773
GRMZM2G076458	0	0	0	0
GRMZM2G111642	88.7261	22.6408	22.6408	88.7261
GRMZM2G077708	36.6279	41.7742	41.7742	36.6279
GRMZM2G069970	27.9605	21.9399	21.9399	27.9605
AC177924.2_FG003	0.552539	0	0	0.552539
GRMZM2G090904	39.1539	62.2748	62.2748	39.1539
GRMZM2G156729	0.035354	0	0	0.035354
AC231633.1_FG004	0	0	0	0
GRMZM5G843192	0.435137	0.0196239	0.0196239	0.435137
GRMZM2G108875	0	0.0115264	0.0115264	0
GRMZM2G002173	0.22995	0.725908	0.725908	0.22995
GRMZM2G377563	0	0	0	0
GRMZM2G027173	5.752	14.0371	14.0371	5.752
GRMZM2G026855	39.7901	33.0429	33.0429	39.7901
GRMZM2G059549	1.52415	3.3771	3.3771	1.52415
GRMZM2G435248	0	0	0	0
AC207389.3_FG004	0	0	0	0
GRMZM2G150864	0	0	0	0
GRMZM2G120296	5.02771	4.83453	4.83453	5.02771
GRMZM2G096815	36.6479	71.0828	71.0828	36.6479
GRMZM2G095384	0	0	0	0
GRMZM2G018951	6.31503	31.0689	31.0689	6.31503
GRMZM2G037926	79.7843	31.458	31.458	79.7843
GRMZM2G171324	0.496009	2.31771	2.31771	0.496009
AC194965.4_FG004	2.50263	0.314191	0.314191	2.50263
GRMZM2G116196	15.5395	15.1658	15.1658	15.5395
GRMZM2G044377	0	0.028683	0.028683	0
GRMZM2G050159	0.0234793	0.100035	0.100035	0.0234793
AC207231.3_FG001	0	0	0	0
AC205490.4_FG004	1.27592	0.798082	0.798082	1.27592
GRMZM2G080355	8.76027	2.9046	2.9046	8.76027
GRMZM2G103452	0.11625	0.0946203	0.0946203	0.11625
GRMZM2G045192	20.4139	25.6079	25.6079	20.4139
GRMZM2G115925	47.6997	101.811	101.811	47.6997
GRMZM2G363460	66.75	24.9117	24.9117	66.75
GRMZM2G041881	49.3141	91.7703	91.7703	49.3141
GRMZM2G448710	0	0.0441111	0.0441111	0
AC191564.3_FG003	0	0	0	0
GRMZM2G408096	47.2836	32.4656	32.4656	47.2836
GRMZM2G010555	7.41482	4.67132	4.67132	7.41482
GRMZM2G015648	0.0355642	0.0313881	0.0313881	0.0355642
AC233955.1_FG008	0	0	0	0
GRMZM2G034065	67.2813	49.4177	49.4177	67.2813
GRMZM2G180418	6.45713	6.14689	6.14689	6.45713
GRMZM2G047705	17.1771	14.5587	14.5587	17.1771
GRMZM2G141383	0	0	0	0
GRMZM2G337815	0	0	0	0
GRMZM2G315431	5.01669	1.34395	1.34395	5.01669
GRMZM2G064382	14.4342	427.832	427.832	14.4342
GRMZM2G160578	0.413115	0.446547	0.446547	0.413115
GRMZM2G396752	85.8812	35.1282	35.1282	85.8812
GRMZM2G079100	0	0	0	0
GRMZM2G011473	27.489	21.9026	21.9026	27.489
GRMZM2G137894	5.60591	4.57404	4.57404	5.60591
GRMZM2G344183	0	0	0	0
GRMZM2G005483	2.80081	2.48696	2.48696	2.80081
GRMZM5G856929	0.304231	0.290413	0.290413	0.304231
GRMZM2G049547	45.1473	16.7505	16.7505	45.1473
GRMZM2G068151	15.1713	13.4569	13.4569	15.1713
GRMZM2G312239	0	0	0	0
GRMZM2G173387	65.4352	87.5121	87.5121	65.4352
GRMZM2G099305	0.147195	1.1305	1.1305	0.147195
GRMZM2G066784	3.65507	3.29885	3.29885	3.65507
GRMZM2G408822	0	0	0	0
GRMZM2G441906	13.9204	5.67293	5.67293	13.9204
GRMZM2G055827	0	0	0	0
AC233882.1_FG005	5.88177	1.31025	1.31025	5.88177
GRMZM2G169681	2.14017	3.39502	3.39502	2.14017
GRMZM2G169584	0	0	0	0
GRMZM2G151285	16.5455	23.4027	23.4027	16.5455
GRMZM2G000586	0.0679412	0	0	0.0679412
GRMZM2G126946	18.6346	23.0984	23.0984	18.6346
AC234161.1_FG010	36.2835	81.5643	81.5643	36.2835
GRMZM5G860120	0	0	0	0
GRMZM2G022907	0	0	0	0
GRMZM5G889719	4.029	2.09787	2.09787	4.029
GRMZM2G141814	0.113528	0.386641	0.386641	0.113528
GRMZM2G090669	10.6028	30.9132	30.9132	10.6028
GRMZM2G179536	0	0	0	0
GRMZM2G141503	13.492	11.7738	11.7738	13.492
AC194712.3_FG002	0	0	0	0
GRMZM2G078297	13.5142	21.9098	21.9098	13.5142
GRMZM2G050687	0	0	0	0
GRMZM2G170509	0	0.160158	0.160158	0
GRMZM2G029798	0	0.0392646	0.0392646	0
AC214266.3_FG002	27.0366	31.2535	31.2535	27.0366
GRMZM2G386811	0	0.0696745	0.0696745	0
GRMZM2G146761	109.572	62.9423	62.9423	109.572
GRMZM2G311390	0.0135459	0	0	0.0135459
AC209208.3_FG005	10.8152	30.2422	30.2422	10.8152
GRMZM2G042078	26.3698	37.7598	37.7598	26.3698
GRMZM2G164136	29.2005	38.5651	38.5651	29.2005
GRMZM5G834658	0	0	0	0
GRMZM2G104012	9.29841	4.34253	4.34253	9.29841
GRMZM2G425728	0.645769	1.45956	1.45956	0.645769
AC204611.4_FG001	0	0	0	0
GRMZM2G049767	3.44796	0.0452888	0.0452888	3.44796
GRMZM2G453684	23.8491	25.9668	25.9668	23.8491
GRMZM2G087484	0	0	0	0
AC214244.4_FG003	7.99148	0.333898	0.333898	7.99148
GRMZM5G878913	0.255836	3.84901	3.84901	0.255836
GRMZM2G089454	22.2278	33.1249	33.1249	22.2278
GRMZM2G123308	22.7886	51.1246	51.1246	22.7886
GRMZM2G402262	0.225691	0	0	0.225691
AC187243.3_FG005	0	0	0	0
GRMZM2G450424	38.6549	16.223	16.223	38.6549
GRMZM2G346513	0	0	0	0
GRMZM2G107481	0	0.95498	0.95498	0
GRMZM2G163912	124.919	76.3151	76.3151	124.919
GRMZM2G156734	42.8242	33.2164	33.2164	42.8242
GRMZM2G324478	0.694104	0.283018	0.283018	0.694104
GRMZM2G107900	0	0	0	0
GRMZM6G724181	5.55674	4.91751	4.91751	5.55674
GRMZM2G181231	1.00561	3.07807	3.07807	1.00561
GRMZM2G700048	0	0	0	0
GRMZM2G343437	0	0	0	0
GRMZM2G159013	29.0067	19.0152	19.0152	29.0067
GRMZM2G054076	6.67244	7.89837	7.89837	6.67244
GRMZM2G472770	9.83705	14.3601	14.3601	9.83705
GRMZM2G345081	0.27552	0.349675	0.349675	0.27552
GRMZM2G054715	23.251	36.5339	36.5339	23.251
GRMZM2G073465	39.8317	48.4801	48.4801	39.8317
GRMZM2G416943	0	0	0	0
GRMZM2G025488	19.1783	18.305	18.305	19.1783
GRMZM5G820503	0	0	0	0
GRMZM2G056357	61.7196	32.6361	32.6361	61.7196
GRMZM2G403003	20.0057	14.756	14.756	20.0057
GRMZM2G339327	28.4044	0.137155	0.137155	28.4044
GRMZM5G848124	1.07917	2.58162	2.58162	1.07917
GRMZM2G040587	16.5959	11.8974	11.8974	16.5959
GRMZM2G135713	0	0.0751828	0.0751828	0
GRMZM2G176523	4.67411	4.82893	4.82893	4.67411
GRMZM2G103047	16.8545	28.5878	28.5878	16.8545
GRMZM2G138494	3.10734	4.24951	4.24951	3.10734
GRMZM2G169571	0	0	0	0
GRMZM2G143213	30.5526	32.9879	32.9879	30.5526
